sentence_masked,sentence,aspect,polarity,polarity_label
For those $T$ and the dressed up atmosphere you expect more and should get more .,For those prices and the dressed up atmosphere you expect more and should get more .,prices,-1,negative
For those prices and the dressed up $T$ you expect more and should get more .,For those prices and the dressed up atmosphere you expect more and should get more .,atmosphere,-1,negative
They offer the same $T$ but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you .,They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you .,menu,0,neutral
They offer the same menu but have creative $T$ that are loaded with alcohol and cheeky names -- but they do cost you .,They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you .,drinks,1,positive
We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun $T$ and good food .,We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food .,atmosphere,1,positive
We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good $T$ .,We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food .,food,1,positive
The $T$ was pretty tradional but it was hot and good with large portions .,The food was pretty tradional but it was hot and good with large portions .,food,1,positive
The food was pretty tradional but it was hot and good with large $T$ .,The food was pretty tradional but it was hot and good with large portions .,portions,1,positive
"Unless you are eating in the Pizzeria side of this $T$ , and are not in a rush , this place is a bad idea .","Unless you are eating in the Pizzeria side of this place , and are not in a rush , this place is a bad idea .",place,-1,negative
"Unless you are eating in the Pizzeria side of this place , and are not in a rush , this $T$ is a bad idea .","Unless you are eating in the Pizzeria side of this place , and are not in a rush , this place is a bad idea .",place,-1,negative
You have to increase the $T$ a lot .,You have to increase the service a lot .,service,-1,negative
$T$ is barely romantic but management tries .,Ambiance is barely romantic but management tries .,Ambiance,-1,negative
Ambiance is barely romantic but $T$ tries .,Ambiance is barely romantic but management tries .,management,1,positive
"I must warn the reader that the $T$ sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer -LRB- 1 dish for each person because the portions are not for sharing -RRB- , a main entree , and the cold udon at the end of the meal .","I must warn the reader that the portions sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer -LRB- 1 dish for each person because the portions are not for sharing -RRB- , a main entree , and the cold udon at the end of the meal .",portions,-1,negative
"I must warn the reader that the portions sizes are very small -LRB- especially the $T$ -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer -LRB- 1 dish for each person because the portions are not for sharing -RRB- , a main entree , and the cold udon at the end of the meal .","I must warn the reader that the portions sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer -LRB- 1 dish for each person because the portions are not for sharing -RRB- , a main entree , and the cold udon at the end of the meal .",appetizers,-1,negative
"I must warn the reader that the portions sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an $T$ -LRB- 1 dish for each person because the portions are not for sharing -RRB- , a main entree , and the cold udon at the end of the meal .","I must warn the reader that the portions sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer -LRB- 1 dish for each person because the portions are not for sharing -RRB- , a main entree , and the cold udon at the end of the meal .",appetizer,-1,negative
"I must warn the reader that the portions sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer -LRB- 1 dish for each person because the portions are not for sharing -RRB- , a $T$ , and the cold udon at the end of the meal .","I must warn the reader that the portions sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer -LRB- 1 dish for each person because the portions are not for sharing -RRB- , a main entree , and the cold udon at the end of the meal .",main entree,0,neutral
"I must warn the reader that the portions sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer -LRB- 1 dish for each person because the portions are not for sharing -RRB- , a main entree , and the $T$ at the end of the meal .","I must warn the reader that the portions sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer -LRB- 1 dish for each person because the portions are not for sharing -RRB- , a main entree , and the cold udon at the end of the meal .",cold udon,0,neutral
"I must warn the reader that the portions sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the $T$ 's special tasting menu , prepare to order and pay for an appetizer -LRB- 1 dish for each person because the portions are not for sharing -RRB- , a main entree , and the cold udon at the end of the meal .","I must warn the reader that the portions sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer -LRB- 1 dish for each person because the portions are not for sharing -RRB- , a main entree , and the cold udon at the end of the meal .",chef,1,positive
"I must warn the reader that the portions sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting $T$ , prepare to order and pay for an appetizer -LRB- 1 dish for each person because the portions are not for sharing -RRB- , a main entree , and the cold udon at the end of the meal .","I must warn the reader that the portions sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer -LRB- 1 dish for each person because the portions are not for sharing -RRB- , a main entree , and the cold udon at the end of the meal .",menu,1,positive
"I must warn the reader that the portions sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer -LRB- 1 $T$ for each person because the portions are not for sharing -RRB- , a main entree , and the cold udon at the end of the meal .","I must warn the reader that the portions sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer -LRB- 1 dish for each person because the portions are not for sharing -RRB- , a main entree , and the cold udon at the end of the meal .",dish,-1,negative
"I must warn the reader that the portions sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer -LRB- 1 dish for each person because the $T$ are not for sharing -RRB- , a main entree , and the cold udon at the end of the meal .","I must warn the reader that the portions sizes are very small -LRB- especially the appetizers -RRB- , so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer -LRB- 1 dish for each person because the portions are not for sharing -RRB- , a main entree , and the cold udon at the end of the meal .",portions,-1,negative
They were very abrupt with me when I called and actually claimed the $T$ was late because they were out of rice .,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice .,food,-1,negative
They were very abrupt with me when I called and actually claimed the food was late because they were out of $T$ .,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice .,rice,0,neutral
"After we got our $T$ order , I could not believe how small the portions were !","After we got our sashimi order , I could not believe how small the portions were !",sashimi,0,neutral
"After we got our sashimi order , I could not believe how small the $T$ were !","After we got our sashimi order , I could not believe how small the portions were !",portions,-1,negative
"After the $T$ came , we did n't see our waiter for at least 40 MINUTES !","After the main course came , we did n't see our waiter for at least 40 MINUTES !",main course,0,neutral
"After the main course came , we did n't see our $T$ for at least 40 MINUTES !","After the main course came , we did n't see our waiter for at least 40 MINUTES !",waiter,-1,negative
Nothing better than buying a $T$ for $ 3.25 too .,Nothing better than buying a snapple for $ 3.25 too .,snapple,1,positive
"When family came in he gave them $T$ to test their palets , and then ordered for them .","When family came in he gave them apps to test their palets , and then ordered for them .",apps,0,neutral
"$T$ is extraordinary , yet not overbearing , and the decor brings a taste of trendy SoHo into Queens .","Service is extraordinary , yet not overbearing , and the decor brings a taste of trendy SoHo into Queens .",Service,1,positive
"Service is extraordinary , yet not overbearing , and the $T$ brings a taste of trendy SoHo into Queens .","Service is extraordinary , yet not overbearing , and the decor brings a taste of trendy SoHo into Queens .",decor,1,positive
"The $T$ are skimpy , unattractive and drip with grease , and personally I 'd drink popcorn topping before I 'd eat another one of these .","The dosas are skimpy , unattractive and drip with grease , and personally I 'd drink popcorn topping before I 'd eat another one of these .",dosas,-1,negative
"The dosas are skimpy , unattractive and drip with grease , and personally I 'd drink $T$ before I 'd eat another one of these .","The dosas are skimpy , unattractive and drip with grease , and personally I 'd drink popcorn topping before I 'd eat another one of these .",popcorn topping,0,neutral
The $T$ was excellent and the food was delicious .,The service was excellent and the food was delicious .,service,1,positive
The service was excellent and the $T$ was delicious .,The service was excellent and the food was delicious .,food,1,positive
If I wanted to deal with a crappy $T$ and annoying customers I 'd go out in Manhattan .,If I wanted to deal with a crappy scene and annoying customers I 'd go out in Manhattan .,scene,-1,negative
If I wanted to deal with a crappy scene and annoying $T$ I 'd go out in Manhattan .,If I wanted to deal with a crappy scene and annoying customers I 'd go out in Manhattan .,customers,-1,negative
"After a $T$ craving , i checked citysearch and chose to go to Fish based on a previous review and the citysearch info .","After a seafood craving , i checked citysearch and chose to go to Fish based on a previous review and the citysearch info .",seafood,0,neutral
Right off the major deegan you get $T$ from all over the city .,Right off the major deegan you get ladies from all over the city .,ladies,1,positive
Until you realize that their five minutes is meaningless and your $T$ may be anywhere from two to twenty minutes it may be frustrating .,Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating .,wait,-1,negative
"Thalia is a beautiful restaurant with beautiful $T$ you , but the food does n't quite match up .","Thalia is a beautiful restaurant with beautiful people serving you , but the food does n't quite match up .",people serving,1,positive
"Thalia is a beautiful restaurant with beautiful people serving you , but the $T$ does n't quite match up .","Thalia is a beautiful restaurant with beautiful people serving you , but the food does n't quite match up .",food,-1,negative
The $T$ may be unconventional but the dosa batter is definitely authentic and the combinations very tasty .,The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty .,fillings,0,neutral
The fillings may be unconventional but the $T$ is definitely authentic and the combinations very tasty .,The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty .,dosa batter,1,positive
"This is the perfect spot for meeting friends , having $T$ , dinner , pre-theatre or after-theatre drinks !","This is the perfect spot for meeting friends , having lunch , dinner , pre-theatre or after-theatre drinks !",lunch,1,positive
"This is the perfect spot for meeting friends , having lunch , $T$ , pre-theatre or after-theatre drinks !","This is the perfect spot for meeting friends , having lunch , dinner , pre-theatre or after-theatre drinks !",dinner,1,positive
"This is the perfect spot for meeting friends , having lunch , dinner , $T$ !","This is the perfect spot for meeting friends , having lunch , dinner , pre-theatre or after-theatre drinks !",pre-theatre or after-theatre drinks,1,positive
"This is the perfect $T$ for meeting friends , having lunch , dinner , pre-theatre or after-theatre drinks !","This is the perfect spot for meeting friends , having lunch , dinner , pre-theatre or after-theatre drinks !",spot,1,positive
"The $T$ that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it , they graciously provided me with ONE piece of poorly cooked potato .","The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it , they graciously provided me with ONE piece of poorly cooked potato .",mussaman curry,-1,negative
"The mussaman curry that I ordered was as thin as water and aside from the poorly $T$ that I ordered in it , they graciously provided me with ONE piece of poorly cooked potato .","The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it , they graciously provided me with ONE piece of poorly cooked potato .",fried tofu,-1,negative
"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it , they graciously provided me with ONE piece of poorly cooked $T$ .","The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it , they graciously provided me with ONE piece of poorly cooked potato .",potato,-1,negative
Had a late night $T$ on a Saturday night .,Had a late night dinner on a Saturday night .,dinner,0,neutral
A restaurant that does n't try to do anything except serve great $T$ with great service in a pleasant atmosphere .,A restaurant that does n't try to do anything except serve great food with great service in a pleasant atmosphere .,food,1,positive
A restaurant that does n't try to do anything except serve great food with great $T$ in a pleasant atmosphere .,A restaurant that does n't try to do anything except serve great food with great service in a pleasant atmosphere .,service,1,positive
A restaurant that does n't try to do anything except serve great food with great service in a pleasant $T$ .,A restaurant that does n't try to do anything except serve great food with great service in a pleasant atmosphere .,atmosphere,1,positive
Their $T$ is wonderful .,Their sake martini is wonderful .,sake martini,1,positive
"Well , this $T$ is so Ghetto its not even funny .","Well , this place is so Ghetto its not even funny .",place,-1,negative
Once they ran out of $T$ and made it for me from scratch !,Once they ran out of Gnochi and made it for me from scratch !,Gnochi,0,neutral
We would like to thank Marcelo and Grace for a wonderful $T$ experience !!!,We would like to thank Marcelo and Grace for a wonderful dining experience !!!,dining,1,positive
"Found $T$ above average , but that could be because we were 13 of us .","Found service above average , but that could be because we were 13 of us .",service,1,positive
"$T$ are ok , but be sure not to make any special requests !","Bagels are ok , but be sure not to make any special requests !",Bagels,0,neutral
fine dining restaurant $T$ .,fine dining restaurant quality .,quality,1,positive
Overall a disappointing experience for that $T$ category .,Overall a disappointing experience for that price category .,price,-1,negative
"I 've had the $T$ at Chennai a couple of times , when I have been in the neighborhood .","I 've had the lunch buffet at Chennai a couple of times , when I have been in the neighborhood .",lunch buffet,0,neutral
The $T$ was exceptional .,The food was exceptional .,food,1,positive
A Thai restaurant out of $T$ during dinner ?,A Thai restaurant out of rice during dinner ?,rice,0,neutral
A Thai restaurant out of rice during $T$ ?,A Thai restaurant out of rice during dinner ?,dinner,0,neutral
The $T$ are small but being that the food was so good makes up for that .,The portions are small but being that the food was so good makes up for that .,portions,-1,negative
The portions are small but being that the $T$ was so good makes up for that .,The portions are small but being that the food was so good makes up for that .,food,1,positive
-LRB- and I have eaten my share -RRB- Which impresses me for having such a large amount of people to $T$ .,-LRB- and I have eaten my share -RRB- Which impresses me for having such a large amount of people to serve .,serve,1,positive
"Sure , the $T$ is nice .","Sure , the setting is nice .",setting,1,positive
"The $T$ is friendly , if not the most prompt in the world , the food is great , and the prices , while not cheap , wo n't put your wallet out of commission .","The service is friendly , if not the most prompt in the world , the food is great , and the prices , while not cheap , wo n't put your wallet out of commission .",service,1,positive
"The service is friendly , if not the most prompt in the world , the $T$ is great , and the prices , while not cheap , wo n't put your wallet out of commission .","The service is friendly , if not the most prompt in the world , the food is great , and the prices , while not cheap , wo n't put your wallet out of commission .",food,1,positive
"Had 1 $T$ , 2 entrees and 2 cokes and the bill was ~ $ 55.00 , not including tip .","Had 1 appetizer , 2 entrees and 2 cokes and the bill was ~ $ 55.00 , not including tip .",appetizer,0,neutral
"Had 1 appetizer , 2 $T$ and 2 cokes and the bill was ~ $ 55.00 , not including tip .","Had 1 appetizer , 2 entrees and 2 cokes and the bill was ~ $ 55.00 , not including tip .",entrees,0,neutral
"Had 1 appetizer , 2 entrees and 2 $T$ and the bill was ~ $ 55.00 , not including tip .","Had 1 appetizer , 2 entrees and 2 cokes and the bill was ~ $ 55.00 , not including tip .",cokes,0,neutral
"Had 1 appetizer , 2 entrees and 2 cokes and the $T$ was ~ $ 55.00 , not including tip .","Had 1 appetizer , 2 entrees and 2 cokes and the bill was ~ $ 55.00 , not including tip .",bill,0,neutral
Best $T$ and sour spicy soup in town !,Best drumsticks over rice and sour spicy soup in town !,drumsticks over rice,1,positive
Best drumsticks over rice and $T$ in town !,Best drumsticks over rice and sour spicy soup in town !,sour spicy soup,1,positive
Slightly above average $T$ start at $ 70 + with only one selection listed at $ 30 + .,Slightly above average wines start at $ 70 + with only one selection listed at $ 30 + .,wines,-1,negative
Their $T$ is excellent -- all whitefish with a little mayo .,Their whitefish salad is excellent -- all whitefish with a little mayo .,whitefish salad,1,positive
Their whitefish salad is excellent -- all $T$ with a little mayo .,Their whitefish salad is excellent -- all whitefish with a little mayo .,whitefish,1,positive
Their whitefish salad is excellent -- all whitefish with a little $T$ .,Their whitefish salad is excellent -- all whitefish with a little mayo .,mayo,1,positive
"And it all comes at a very reasonable $T$ -LRB- congee , noodles , and rice dishes are no more than $ 3-6 each -RRB- .","And it all comes at a very reasonable price -LRB- congee , noodles , and rice dishes are no more than $ 3-6 each -RRB- .",price,1,positive
"And it all comes at a very reasonable price -LRB- $T$ , noodles , and rice dishes are no more than $ 3-6 each -RRB- .","And it all comes at a very reasonable price -LRB- congee , noodles , and rice dishes are no more than $ 3-6 each -RRB- .",congee,0,neutral
"And it all comes at a very reasonable price -LRB- congee , $T$ , and rice dishes are no more than $ 3-6 each -RRB- .","And it all comes at a very reasonable price -LRB- congee , noodles , and rice dishes are no more than $ 3-6 each -RRB- .",noodles,0,neutral
"And it all comes at a very reasonable price -LRB- congee , noodles , and $T$ are no more than $ 3-6 each -RRB- .","And it all comes at a very reasonable price -LRB- congee , noodles , and rice dishes are no more than $ 3-6 each -RRB- .",rice dishes,0,neutral
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the $T$ consisted of dry , inedible chicken with terrible sauce .","The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry , inedible chicken with terrible sauce .",chicken with portobello mushrooms,-1,negative
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry , inedible $T$ with terrible sauce .","The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry , inedible chicken with terrible sauce .",chicken,-1,negative
"The chicken parm was edible but had canned $T$ and boxed pasta and the chicken with portobello mushrooms consisted of dry , inedible chicken with terrible sauce .","The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry , inedible chicken with terrible sauce .",tomato sauce,-1,negative
"The chicken parm was edible but had canned tomato sauce and boxed $T$ and the chicken with portobello mushrooms consisted of dry , inedible chicken with terrible sauce .","The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry , inedible chicken with terrible sauce .",pasta,-1,negative
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry , inedible chicken with terrible $T$ .","The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry , inedible chicken with terrible sauce .",sauce,-1,negative
I recommend this place to everyone who asks me where to go for a good $T$ .,I recommend this place to everyone who asks me where to go for a good meal .,meal,1,positive
The $T$ are nice -- also you can just get counter service sit .,The waitresses are nice -- also you can just get counter service sit .,waitresses,1,positive
The waitresses are nice -- also you can just get $T$ sit .,The waitresses are nice -- also you can just get counter service sit .,counter service,1,positive
The only friendly $T$ was the guy at the bar .,The only friendly staff member was the guy at the bar .,staff member,1,positive
The only friendly staff member was the guy at the $T$ .,The only friendly staff member was the guy at the bar .,bar,0,neutral
The only friendly staff member was the $T$ at the bar .,The only friendly staff member was the guy at the bar .,guy,1,positive
"You can certainly find restaurants that offer a superior fine dining experience , but for superb $T$ at reasonable prices , La Villa ca n't be beat .","You can certainly find restaurants that offer a superior fine dining experience , but for superb food at reasonable prices , La Villa ca n't be beat .",food,1,positive
"You can certainly find restaurants that offer a superior fine dining experience , but for superb food at reasonable $T$ , La Villa ca n't be beat .","You can certainly find restaurants that offer a superior fine dining experience , but for superb food at reasonable prices , La Villa ca n't be beat .",prices,1,positive
Wo n't or Ca n't is not in the $T$ directory .,Wo n't or Ca n't is not in the service directory .,service,1,positive
I can not imagine a friendlier $T$ working in a restaurant .,I can not imagine a friendlier staff working in a restaurant .,staff,1,positive
I do suggest to ask to be seated $T$ if you are looking to be a little cozy .,I do suggest to ask to be seated upstairs if you are looking to be a little cozy .,upstairs,1,positive
"The $T$ is weak and tasteless , the pad thai is stuck together and lumpy , the rice is often overcooked , and the seafood is pretty sketchy .","The red curry is weak and tasteless , the pad thai is stuck together and lumpy , the rice is often overcooked , and the seafood is pretty sketchy .",red curry,-1,negative
"The red curry is weak and tasteless , the $T$ is stuck together and lumpy , the rice is often overcooked , and the seafood is pretty sketchy .","The red curry is weak and tasteless , the pad thai is stuck together and lumpy , the rice is often overcooked , and the seafood is pretty sketchy .",pad thai,-1,negative
"The red curry is weak and tasteless , the pad thai is stuck together and lumpy , the $T$ is often overcooked , and the seafood is pretty sketchy .","The red curry is weak and tasteless , the pad thai is stuck together and lumpy , the rice is often overcooked , and the seafood is pretty sketchy .",rice,-1,negative
"The red curry is weak and tasteless , the pad thai is stuck together and lumpy , the rice is often overcooked , and the $T$ is pretty sketchy .","The red curry is weak and tasteless , the pad thai is stuck together and lumpy , the rice is often overcooked , and the seafood is pretty sketchy .",seafood,-1,negative
The $T$ is extensive and can easily hike up an otherwise reasonably priced meal .,The wine list is extensive and can easily hike up an otherwise reasonably priced meal .,wine list,1,positive
The wine list is extensive and can easily hike up an otherwise reasonably priced $T$ .,The wine list is extensive and can easily hike up an otherwise reasonably priced meal .,meal,1,positive
The wine list is extensive and can easily hike up an otherwise reasonably $T$ meal .,The wine list is extensive and can easily hike up an otherwise reasonably priced meal .,priced,1,positive
"$T$ is pretty good , but definitely not great .","Saul is pretty good , but definitely not great .",Saul,0,neutral
"I would recommend Roxy 's for that , but not for their $T$ .","I would recommend Roxy 's for that , but not for their food .",food,-1,negative
We always get a sampling of $T$ and share .,We always get a sampling of appetizers and share .,appetizers,0,neutral
"Overall I was impressed and will return , it 's a great QPR -LRB- Quality to $T$ Ratio -RRB- .","Overall I was impressed and will return , it 's a great QPR -LRB- Quality to Price Ratio -RRB- .",Price,1,positive
"Overall I was impressed and will return , it 's a great QPR -LRB- $T$ to Price Ratio -RRB- .","Overall I was impressed and will return , it 's a great QPR -LRB- Quality to Price Ratio -RRB- .",Quality,1,positive
"It is nearly impossible to get a $T$ , so if you ever have the chance to go here for dinner , DO NOT pass it up .","It is nearly impossible to get a table , so if you ever have the chance to go here for dinner , DO NOT pass it up .",table,-1,negative
"It is nearly impossible to get a table , so if you ever have the chance to go here for $T$ , DO NOT pass it up .","It is nearly impossible to get a table , so if you ever have the chance to go here for dinner , DO NOT pass it up .",dinner,1,positive
Their $T$ is delicious and everything else is fantastic .,Their pad penang is delicious and everything else is fantastic .,pad penang,1,positive
"The puke green walls leave a lot to be desired , but the $T$ is very good .","The puke green walls leave a lot to be desired , but the food is very good .",food,1,positive
"The puke green $T$ leave a lot to be desired , but the food is very good .","The puke green walls leave a lot to be desired , but the food is very good .",walls,-1,negative
"The $T$ are very fresh and pretty inobtrusive , nothing flashy .","The flavors are very fresh and pretty inobtrusive , nothing flashy .",flavors,1,positive
"I like Cafe Noir dont get me wrong , it is jsut that the $T$ who work there are evil and incompetent !!","I like Cafe Noir dont get me wrong , it is jsut that the people who work there are evil and incompetent !!",people,-1,negative
The $T$ was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .,hanger steak,-1,negative
The hanger steak was like rubber and the $T$ was flavorless not to mention it tasted like it had just been thawed .,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .,tuna,-1,negative
"Our son loves $T$ and we have a certified Neapolitan pizzaria in our home city -LRB- Seattle -RRB- , we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant .","Our son loves pizza and we have a certified Neapolitan pizzaria in our home city -LRB- Seattle -RRB- , we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant .",pizza,1,positive
big and soft as well as good $T$ .,big and soft as well as good lunch food .,lunch food,1,positive
"No $T$ snobs allowed , this place is for people who appreciate good food .","No food snobs allowed , this place is for people who appreciate good food .",food,0,neutral
"No food snobs allowed , this place is for people who appreciate good $T$ .","No food snobs allowed , this place is for people who appreciate good food .",food,1,positive
I liked the $T$ at this quasi-thai restaurant .,I liked the food at this quasi-thai restaurant .,food,1,positive
I liked the food at this $T$ restaurant .,I liked the food at this quasi-thai restaurant .,quasi-thai,1,positive
By far the best $T$ I have had in a fast food restaurant .,By far the best salad I have had in a fast food restaurant .,salad,1,positive
By far the best salad I have had in a $T$ restaurant .,By far the best salad I have had in a fast food restaurant .,fast food,0,neutral
"As for the $T$ , this is another bad idea .","As for the bar , this is another bad idea .",bar,-1,negative
"Their bagels are fine , but they are a little overcooked , and not really a ` special ' $T$ experience .","Their bagels are fine , but they are a little overcooked , and not really a ` special ' bagel experience .",bagel,0,neutral
"Unlike HH up the block , this place actually gives you hearty and hot $T$ this town is known for .","Unlike HH up the block , this place actually gives you hearty and hot bagels this town is known for .",bagels,1,positive
The $T$ is elegantly spiced and not at all dry .,The barebecued salmon is elegantly spiced and not at all dry .,barebecued salmon,1,positive
"Same $T$ as the guy who owns Typhoon , which is just down the street on St. Marks and 1st Ave.","Same owner as the guy who owns Typhoon , which is just down the street on St. Marks and 1st Ave.",owner,0,neutral
What generous $T$ !,What generous portions !,portions,1,positive
The $T$ there also absolutely load the bagel with cream cheese -LRB- gets a little messy -RRB- .,The workers there also absolutely load the bagel with cream cheese -LRB- gets a little messy -RRB- .,workers,0,neutral
The workers there also absolutely load the $T$ with cream cheese -LRB- gets a little messy -RRB- .,The workers there also absolutely load the bagel with cream cheese -LRB- gets a little messy -RRB- .,bagel,0,neutral
The workers there also absolutely load the bagel with $T$ -LRB- gets a little messy -RRB- .,The workers there also absolutely load the bagel with cream cheese -LRB- gets a little messy -RRB- .,cream cheese,0,neutral
The $T$ the service was very good too .,The wine the service was very good too .,wine,1,positive
The wine the $T$ was very good too .,The wine the service was very good too .,service,1,positive
"So , the $T$ is written in chalk above your head and it all sounds delicious .","So , the menu is written in chalk above your head and it all sounds delicious .",menu,0,neutral
The highly spiced $T$ was great too .,The highly spiced chai tea was great too .,chai tea,1,positive
"I have been there many times , and $T$ is good and consistent .","I have been there many times , and food is good and consistent .",food,1,positive
"Seriously , this is the best all you can eat in town - As everyone says , the $T$ are the best - have 4 of these , and you 've broken even .","Seriously , this is the best all you can eat in town - As everyone says , the Spicy Tuna hand rolls are the best - have 4 of these , and you 've broken even .",Spicy Tuna hand rolls,1,positive
"While Sapphire is certainly not lacking in ambiance , and probably has the best decor of any Indian restaurant I have been to in New York City , the $T$ was not what I had hoped for .","While Sapphire is certainly not lacking in ambiance , and probably has the best decor of any Indian restaurant I have been to in New York City , the food was not what I had hoped for .",food,-1,negative
"While Sapphire is certainly not lacking in $T$ , and probably has the best decor of any Indian restaurant I have been to in New York City , the food was not what I had hoped for .","While Sapphire is certainly not lacking in ambiance , and probably has the best decor of any Indian restaurant I have been to in New York City , the food was not what I had hoped for .",ambiance,1,positive
"While Sapphire is certainly not lacking in ambiance , and probably has the best $T$ of any Indian restaurant I have been to in New York City , the food was not what I had hoped for .","While Sapphire is certainly not lacking in ambiance , and probably has the best decor of any Indian restaurant I have been to in New York City , the food was not what I had hoped for .",decor,1,positive
I would highly recommend this place to anyone looking for a casual $T$ that whisks you away to the left bank of the river Seine .,I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine .,atmosphere,1,positive
The $T$ were only so-so .,The meat dishes were only so-so .,meat dishes,0,neutral
"His wife Tanya , the $T$ , completes the comforting atmosphere by being delightfully warm and gracious .","His wife Tanya , the hostess , completes the comforting atmosphere by being delightfully warm and gracious .",hostess,1,positive
"His wife Tanya , the hostess , completes the comforting $T$ by being delightfully warm and gracious .","His wife Tanya , the hostess , completes the comforting atmosphere by being delightfully warm and gracious .",atmosphere,1,positive
"The $T$ consisted of standard brassiere food , better then places like Balthazar etc. .","The menu consisted of standard brassiere food , better then places like Balthazar etc. .",menu,1,positive
"The menu consisted of standard $T$ , better then places like Balthazar etc. .","The menu consisted of standard brassiere food , better then places like Balthazar etc. .",brassiere food,1,positive
"I have been a longtime fan of Holy Basil in the East Village , and while I do believe their $T$ has slightly slipped in quality , I have been hesitant to be disloyal .","I have been a longtime fan of Holy Basil in the East Village , and while I do believe their food has slightly slipped in quality , I have been hesitant to be disloyal .",food,-1,negative
